province,night_lights,daylight
tanjungpinang,0.40746649871220153,11369366087.75364
kepulauan seribu,0.4211988961258985,10212804303.371754
jakarta utara,39.77878131932186,15239573982.537819
jakarta barat,36.643174725673184,15057166100.197512
jakarta selatan,37.25338057383128,15010992547.007507
jakarta timur,24.88783054965559,14994077933.693289
bogor,16.143941096826875,14139060086.081621
sukabumi,4.950188425173301,13953680374.256277
cianjur,0.6292740940237667,13765280497.295784
bandung,13.294441133986046,13362042360.518003
garut,1.4940613194615413,12674875985.018293
tasikmalaya,4.852719491047611,12672888735.001348
ciamis,0.6072193923418222,13089241471.234526
kuningan,3.630233163497899,14214690830.971773
cirebon,11.473918362897788,14809810245.683075
majalengka,0.9534197438211484,13078076655.745253
sumedang,0.6855143433022958,13705451376.025522
indramayu,1.9453827865209792,15491105151.670918
subang,2.5614260209079496,15429301509.90031
purwakarta,1.2389713759447893,13989157325.236876
karawang,1.184738798098794,15519809193.475565
bekasi,21.584597468079263,14961056364.703491
bandung barat,0.9198619280131412,13472661161.423086
pangandaran,0.473853215698895,13624878700.298098
depok,14.079899954005835,14436659026.324188
cimahi,10.070873752653343,13480790165.243734
banjar,2.4049295017108987,12352148037.27717
cilacap,0.594202793658839,14397017547.807007
banyumas,6.884542684437905,13439910968.097467
purbalingga,1.2622759090275595,13486314018.096315
banjarnegara,2.004960565314984,13493483068.912018
kebumen,0.6707228028422206,13809490931.201902
purworejo,0.7980280082193897,14020064775.51279
wonosobo,0.6461559949845137,13763401659.920492
magelang,4.052627471232752,13931461344.199423
boyolali,1.1635956541759518,15262291126.402824
klaten,6.334017699384282,14722798881.17487
sukoharjo,8.314119086503444,14529154361.887613
wonogiri,1.1997842571181767,14718298289.466887
karanganyar,1.405328204491008,15052702913.359074
sragen,0.7468261046540087,15617889512.901478
grobogan,2.374662871417908,15138132094.102886
blora,0.7985346037545935,16397954351.982668
rembang,1.527453502074207,16439333209.20034
pati,2.315920575744589,16421061294.90936
kudus,1.1667101965655948,16586854168.638489
jepara,1.4098205168474913,16533950902.407356
demak,2.1003162151249937,15715600279.362232
semarang,6.049271878108715,15000760650.245462
temanggung,1.1601278347879505,14053484428.363684
kendal,0.4211988961258985,10212804303.371754
batang,2.032613824411403,14591216110.942139
pekalongan,8.641753419090163,14599608368.98224
pemalang,1.5303791486020697,14242927423.700203
tegal,11.344967698932178,15055112265.833988
brebes,1.583008994165672,14357902416.259378
surakarta,17.2506425559269,14672727102.14483
salatiga,6.046038633669989,14375632057.524282
kulon progo,1.5123929919583852,14607781532.948303
gunungkidul,1.7637717777277746,15730233009.157824
sleman,1.8752434209747357,14562132510.32153
yogyakarta,14.031011162936156,15127194840.547365
pacitan,0.9170811302762935,14825681268.634428
ponorogo,0.43015757736167376,14631664341.087666
trenggalek,1.2019435112500236,14789743527.801535
tulungagung,1.6889028974911624,14829041650.493586
blitar,0.4261077939118162,16285561738.0
kediri,1.1734420567092452,16301215308.35807
malang,3.1088597147692374,16870295399.414848
lumajang,0.4211988961258985,10212804303.371754
jember,0.5112084107856796,14957537165.526014
banyuwangi,2.3462687826788997,16613489287.813734
bondowoso,1.566466637269494,14629109459.94079
situbondo,0.857573672741011,15800317432.580057
probolinggo,1.6293474051153019,16502026858.557377
pasuruan,4.965254741367001,14888187523.861107
mojokerto,10.843767753582588,14711139905.040829
jombang,0.4211988961258985,10212804303.371754
nganjuk,1.8291500365360884,14804891881.027884
madiun,9.524285461701208,14664601262.605461
magetan,2.593379653470466,14905088781.133333
ngawi,1.4740963264887081,15496451956.094923
bojonegoro,5.260335614682937,15976136210.310482
tuban,1.6124428979557692,16034379966.89822
lamongan,8.170187091526401,14479414376.298807
gresik,10.67274149252395,14745983867.919168
bangkalan,1.8604102160619318,15982934894.894417
sampang,2.6091983071700344,16314321119.968935
pamekasan,1.0706221717704032,16318944793.581964
sumenep,2.875033266381069,16179940796.729445
surabaya,0.3644548207618265,0.0
batu,1.7923175405166296,16574074524.091364
pandeglang,0.882960574758349,15383207114.343409
lebak,0.39087275764923485,14020366479.249079
tangerang,32.2261165687988,14963977713.6733
serang,8.764498879848066,15043779725.19821
cilegon,15.063814628392825,15228005181.166752
tangerang selatan,20.492896548169735,14614272388.849613
jembrana,1.8312592852837641,17511353653.44327
tabanan,0.5833916105827811,17247728586.116734
badung,8.616607496146761,16857880533.575457
gianyar,1.9510101403296485,16778006893.88473
klungkung,1.4541889736402476,16613215882.833212
bangli,0.7400123563239255,16843066070.168198
karangasem,0.6665290781366855,16823476372.0
buleleng,0.609714896952377,16847079712.0
denpasar,8.151255919567717,16834429248.907158
lombok barat,1.3776994979110289,16872556215.480728
lombok tengah,0.4605604665548855,17452327724.969215
lombok timur,0.4211988961258985,10212804303.371754
sumbawa,0.29639152331634333,15591079738.928213
dompu,0.41481544720080366,17570859801.5786
bima,2.0413657371100977,17548251448.520813
sumbawa barat,1.304335743675954,17163342162.0
lombok utara,0.6717322025090667,17295223183.04879
mataram,6.64695442281541,17028161641.033669
kupang,8.951327394114887,15992862451.835285
timor tengah selatan,0.20358804861903332,16027740772.998795
timor tengah utara,0.25091671399601073,16086265577.986208
belu,0.30995123736771263,15827159090.895638
alor,0.028940436761767503,16912919974.0
flores timur,0.3002898097928092,16883981640.669256
sikka,0.276472694566806,17270042513.104893
ende,0.21559196934435462,16325606441.291346
ngada,0.2942484282895244,14833469672.79738
manggarai,0.08941755599269988,16127157610.000004
sumba timur,0.27935185062169143,17074880082.081493
sumba barat,0.32688702504265815,16280489409.323313
lembata,0.2597438303826266,16641323988.0
rote ndao,0.4211988961258985,10212804303.371754
manggarai barat,0.36379718399161626,17064248645.098703
nagekeo,0.31494708821227374,15225791875.696894
sumba tengah,0.318914908922523,15963798256.838188
sumba barat daya,0.2829227555818312,16731005870.287897
manggarai timur,0.26918148575004947,15321499426.385662
sabu raijua,0.298380799475057,0.0
malaka,0.41070362060915566,16458170914.75065
sambas,0.008485456809199628,10570248994.851826
mempawah,1.0913107107633462,11408951037.14123
sanggau,0.20442196169397245,10798257331.801619
ketapang,0.24609399398809978,11196921239.617533
sintang,0.31798210257444137,11227056546.773071
kapuas hulu,0.033190817030975275,11174037532.356586
bengkayang,0.19909889263303623,10284543741.341068
landak,0.2196199312050937,10790372376.453285
sekadau,0.24856974532845735,11106984261.589478
melawi,0.20928509104842125,11297020116.044771
kayong utara,0.4211988961258985,10212804303.371754
kubu raya,0.27447164502009946,11038179196.781605
pontianak,11.069397006310382,10920423118.71718
singkawang,0.018200563896319178,10929166507.267996
kotawaringin barat,0.0,11853037985.335886
kotawaringin timur,0.18686098245495356,12127158731.164059
kapuas,0.38080323170737856,11966003702.033133
barito selatan,0.21178289314088086,11656580587.29384
barito utara,0.2264472650333018,11472695647.921356
katingan,0.11029071596489441,11747606232.979713
seruyan,0.0007811272559601437,11891019599.120108
sukamara,0.014422400687139979,11743968299.135197
lamandau,0.18359712680452975,11949048395.286594
gunung mas,0.1738874582294765,11486120119.402224
pulang pisau,0.240738547012862,12831268817.799797
murung raya,0.023165885254487168,11044198153.042057
barito timur,0.41007294302815417,12116586047.788834
palangkaraya,0.25917887807708934,11462159198.26855
tanah laut,0.4286122204538132,12517140249.745934
kotabaru,0.31442863255309145,14274258524.170202
barito kuala,0.2925326663957171,12099752507.254936
tapin,0.5749649571215815,12112689996.893467
hulu sungai selatan,0.23634934186970774,12396611801.729237
hulu sungai tengah,0.3650904520708735,12398251919.83956
hulu sungai utara,0.46698598313110556,12627118736.456219
tabalong,0.2639015320201484,11848064936.248114
tanah bumbu,0.4448329572199219,13291144891.880667
balangan,0.07543155723380122,12173658170.089182
banjarmasin,12.066488175998453,12232788489.473278
banjarbaru,3.3657490197716027,12489033723.362976
paser,0.24508055919005953,11930604348.675117
kutai kartanegara,0.07470626730738572,12270530490.532503
berau,0.16359084739052943,12140571134.451427
kutai barat,0.6083649662771814,12202368731.488598
kutai timur,0.3819164986540985,12553960857.008318
penajam paser utara,0.4692789050007158,12167410004.500736
mahakam ulu,0.24976952694946983,11012486720.487003
balikpapan,32.62701555662634,13051730174.0
samarinda,4.111401112792407,12807067034.00419
bontang,6.877091277976891,12565375297.50429
bulungan,0.4211988961258985,10212804303.371754
malinau,0.19318446162146882,12035002628.95605
nunukan,0.10917527300651747,12479421167.633394
tana tidung,0.2660189420341048,12412467989.64776
tarakan,1.8536015185970662,12962203932.0
bolaang mongondow,0.447992212885265,13245177472.488283
minahasa,0.776065449337324,14023806469.05505
kepulauan sangihe,0.4211988961258985,10212804303.371754
kepulauan talaud,0.20359929617598188,13886810738.0
minahasa selatan,0.4144806964234724,13731683545.900663
minahasa utara,0.32562316740215835,14666964212.638178
minahasa tenggara,0.3146134636781709,14238574264.809206
bolaang mongondow utara,0.24626521034709187,14474914379.445715
kep. siau tagulandang biaro,0.18979744967953524,0.0
bolaang mongondow timur,0.2086987684467034,13651606283.62711
bolaang mongondow selatan,0.22129693482348664,12372450580.446653
manado,9.150096470376067,14486152495.78412
bitung,1.2682128374850459,14904905262.0
tomohon,1.3009479561752335,14430089901.49247
kotamobagu,1.7280920007263003,13530665247.512661
banggai,0.20555327646029428,13457258367.971924
poso,0.19587815371661133,12514467894.687588
donggala,0.4211988961258985,10212804303.371754
tolitoli,0.2427202583437525,12593127960.0
buol,0.4211988961258985,10212804303.371754
morowali,0.11496376191161611,13938927991.370338
banggai kepulauan,0.2965807855315089,15681250686.277412
parigi moutong,0.23696812577640936,13468983557.912167
tojo una-una,0.4211988961258985,10212804303.371754
sigi,0.2392760245168817,12544492936.581366
banggai laut,0.33846410316816145,15722011478.0
morowali utara,0.10892801632479464,12803642163.212795
palu,6.370600456692357,12701914776.060472
kepulauan selayar,0.23589173615554962,16525172888.588438
bulukumba,0.5260494522429198,15486833844.563438
bantaeng,0.9221745166942473,14966919756.702826
jeneponto,0.8736137672530371,15002988548.703302
takalar,1.280669193586146,13882859586.138025
gowa,1.5702293234905422,13825166983.836231
sinjai,0.4211988961258985,10212804303.371754
bone,0.37329607103434426,15008099999.68539
maros,3.636232580598423,13678081330.831188
pangkajene dan kepulauan,0.4211988961258985,10212804303.371754
barru,0.6015540020676454,15051356524.288065
soppeng,0.5270101831722643,15043963695.286016
wajo,0.3620917474944508,14260064150.0
sidenreng rappang,0.3290061956929575,14046191390.869164
pinrang,0.45720115519287324,13901660375.525166
enrekang,0.3388434271498583,13242733738.994108
luwu,0.39927748330497675,13543373263.037563
tana toraja,0.2341751177533844,12552016470.271214
luwu utara,0.0,13501126946.846983
luwu timur,0.0,13119104665.051575
toraja utara,0.16290036834100355,12400247814.23641
makassar,13.159285341349733,13469592889.838688
pare pare,0.011126739423868753,14750195774.545115
palopo,0.0,13532349001.34227
kolaka,0.0,14540822287.07305
konawe,0.29075870019260025,14323637635.178865
muna,0.3226650514495656,0.0
buton,0.3297638141198187,15032631785.504274
konawe selatan,0.3311169760865423,14888100227.453362
bombana,0.2844987161950938,14652057086.348022
wakatobi,0.2476534380810739,0.0
kolaka utara,0.0,13474828089.983727
konawe utara,0.03324944665268247,14473153477.895308
buton utara,0.20401279451990623,15702504788.964417
kolaka timur,0.31902770556143845,14505966210.145472
konawe kepulauan,0.2424932738013968,15547849258.0
muna barat,0.25395584597155596,15670805483.54659
buton tengah,0.5005377528818417,14643417967.516874
buton selatan,0.4211988961258985,10212804303.371754
kendari,8.188294474878848,15025176907.783012
bau bau,2.614686299755615,14843988000.48809
boalemo,0.2593473779136566,14288822692.366096
bone bolango,0.22319342453519914,13056867088.093279
pahuwato,0.17374668249082834,13545226831.74551
gorontalo utara,0.4211988961258985,10212804303.371754
mamuju utara,0.2767895021449523,12718345890.786825
mamuju,0.4211988961258985,10212804303.371754
mamasa,0.1572844959209213,13102519067.380245
polewali mandar,0.1894703809397465,13175181546.033203
majene,8.539932936885756e-05,14057686110.141582
mamuju tengah,0.2916983727298634,12064767071.317793
maluku tengah,0.21869666984865718,0.0
maluku tenggara,0.46915436394390614,15018416523.29335
maluku tenggara barat,0.15958169675264525,0.0
buru,0.23517230309493645,14070786900.126352
seram bagian timur,0.1984639793904578,14551362571.795776
seram bagian barat,0.4211988961258985,10212804303.371754
kepulauan aru,0.4211988961258985,10212804303.371754
maluku barat daya,0.20079756510571123,0.0
buru selatan,0.1987208809808651,13074974140.421808
ambon,0.4758201966263446,14967146525.538065
tual,0.4211988961258985,10212804303.371754
halmahera barat,0.24357814959134913,14804566512.11413
halmahera tengah,0.17979282520048528,14417658311.917358
halmahera utara,0.20169508107760034,14637588354.454475
halmahera selatan,0.4211988961258985,10212804303.371754
kepulauan sula,0.19828233647081853,15285297008.61843
halmahera timur,0.26891103360500884,14420045635.366701
pulau morotai,0.1736232618681259,14098109597.961054
pulau taliabu,0.22517350639484532,13270983920.303047
ternate,0.3022426391796306,15210522218.0
tidore kepulauan,1.0803312038551864,15232363934.0
merauke,0.12829956595280165,12101607441.591803
jayawijaya,0.0,9476860344.058187
jayapura,2.0473855297703487,12226787082.045715
nabire,0.0034779387545636107,10742490210.335588
kepulauan yapen,0.7543943561630793,11417166306.309944
biak numfor,0.25150445659103904,12964861083.510616
puncak jaya,0.2147596298666848,10687697485.508852
paniai,0.1433277581449517,10026329742.31709
mimika,0.007355002708195209,9844663360.672073
sarmi,0.0,11559650855.879017
keerom,0.06581745650088493,9784986950.732365
pegunungan bintang,0.0,9185414241.204378
yahukimo,0.0,9661530848.876215
tolikara,0.02054639081980385,10176953127.3744
waropen,0.23600500645594755,11198263543.348314
boven digoel,0.11960511688309806,11245265174.556768
mappi,0.2597560695749619,10699295524.705956
asmat,0.005351513360449338,11586578667.210407
supiori,0.4211988961258985,10212804303.371754
mamberamo raya,0.20742810998573133,11599814784.287077
mamberamo tengah,0.0,9701952950.912271
yalimo,0.001026337769701703,9386720999.26665
lanny jaya,0.0,9601098872.722134
nduga,0.0,9506616577.729084
puncak,0.0,10260864910.841518
dogiyai,0.13038423613756708,9971813080.141603
intan jaya,0.008737355672736695,9617214109.033424
deiyai,0.24661021951713769,11069202344.100183
sorong,0.8372845184082507,12538508613.918766
manokwari,0.32305389743912777,11653010909.211445
fakfak,0.20636226526067492,12745674131.02792
sorong selatan,0.21473883056535303,12261869612.185854
raja ampat,0.20179343718187137,12813897445.532877
teluk bintuni,0.26564275511635926,11299520188.328459
teluk wondama,0.1899027900648614,12428426378.0
kaimana,0.008532892013165474,12611155945.193155
tambrauw,0.1626663002653429,12526188087.285265
maybrat,0.20668101151581045,11937353760.901356
manokwari selatan,0.2622291448021108,11948817731.68654
pegunungan arfak,0.15657716962504095,11751672978.014812
